epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
183,9961.82,1.03114,0.54512,1.04541,0.6301,0.67289,0.61496,0.29862,2.0625,1.18423,1.75811,3.70683e-05,3.70683e-05,3.70683e-05
184,10015.4,1.01657,0.53646,1.04247,0.65399,0.68588,0.62697,0.3005,2.05958,1.18342,1.7549,3.44301e-05,3.44301e-05,3.44301e-05
185,10069.7,1.01009,0.5313,1.0357,0.6537,0.68194,0.62873,0.2996,2.06018,1.18111,1.75564,3.19392e-05,3.19392e-05,3.19392e-05
186,10126.2,1.00136,0.52591,1.02768,0.66308,0.6883,0.63484,0.30155,2.06379,1.17959,1.76033,2.95961e-05,2.95961e-05,2.95961e-05
187,10182.3,1.00084,0.52875,1.03641,0.6717,0.6913,0.64428,0.30187,2.0646,1.17772,1.7602,2.74015e-05,2.74015e-05,2.74015e-05
188,10238,1.01843,0.52901,1.05006,0.65595,0.66636,0.63246,0.30217,2.06564,1.17877,1.75942,2.53559e-05,2.53559e-05,2.53559e-05
189,10293.5,0.99201,0.52578,1.04117,0.65684,0.67123,0.63266,0.30014,2.06794,1.18136,1.75919,2.34598e-05,2.34598e-05,2.34598e-05
190,10347.1,1.00374,0.52113,1.0331,0.65784,0.66133,0.63066,0.30231,2.07018,1.1823,1.75948,2.17136e-05,2.17136e-05,2.17136e-05
191,10401.2,1.01089,0.52308,1.05403,0.67338,0.64251,0.63081,0.30182,2.06711,1.17845,1.75763,2.01178e-05,2.01178e-05,2.01178e-05
192,10454.7,0.99774,0.52314,1.03347,0.68602,0.6488,0.63773,0.30225,2.06749,1.18001,1.75977,1.86729e-05,1.86729e-05,1.86729e-05
193,10508.6,0.98796,0.52056,1.0361,0.6666,0.65395,0.63129,0.30256,2.06854,1.17903,1.75899,1.7379e-05,1.7379e-05,1.7379e-05
194,10563.7,1.0039,0.52489,1.03069,0.66131,0.6575,0.63295,0.30327,2.06753,1.18446,1.76078,1.62367e-05,1.62367e-05,1.62367e-05
195,10618.1,1.00288,0.52286,1.03384,0.64803,0.65621,0.62721,0.30304,2.06977,1.18805,1.76343,1.5246e-05,1.5246e-05,1.5246e-05
196,10671.5,0.99756,0.53149,1.03692,0.64821,0.65512,0.62591,0.30048,2.07108,1.1893,1.76649,1.44074e-05,1.44074e-05,1.44074e-05
197,10724.7,0.9798,0.51448,1.01846,0.66291,0.63721,0.62558,0.30061,2.07251,1.18668,1.76994,1.3721e-05,1.3721e-05,1.3721e-05
198,10778.3,0.98015,0.51482,1.03155,0.64931,0.65512,0.62725,0.30155,2.0722,1.19021,1.7694,1.31869e-05,1.31869e-05,1.31869e-05
199,10832.3,0.98059,0.51005,1.02929,0.64978,0.6536,0.62756,0.30149,2.07202,1.18957,1.7686,1.28053e-05,1.28053e-05,1.28053e-05
200,10887.6,0.97724,0.51758,1.02852,0.65103,0.65512,0.62684,0.30248,2.07159,1.19066,1.76625,1.25763e-05,1.25763e-05,1.25763e-05
