epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
185,7899.19,1.27791,0.80231,1.16889,0.68273,0.65295,0.6194,0.31806,2.0821,1.20006,1.79319,0.00332457,0.00332457,0.00332457
186,7943.02,1.28128,0.80139,1.17218,0.6586,0.65608,0.61335,0.31942,2.08704,1.19815,1.80512,0.00327608,0.00327608,0.00327608
187,7987.39,1.287,0.81315,1.17152,0.65198,0.64969,0.60784,0.32371,2.05021,1.21538,1.78546,0.00322778,0.00322778,0.00322778
188,8028.89,1.25544,0.79427,1.15925,0.66731,0.64754,0.60963,0.31797,2.06392,1.18216,1.79248,0.00317969,0.00317969,0.00317969
189,8070.73,1.27841,0.80017,1.15784,0.68022,0.64915,0.61114,0.31216,2.07133,1.16715,1.78238,0.0031318,0.0031318,0.0031318
190,8116.37,1.28321,0.80894,1.1651,0.67836,0.63767,0.60483,0.31234,2.06998,1.1898,1.80567,0.00308412,0.00308412,0.00308412
191,8160.57,1.27776,0.81233,1.1655,0.68224,0.65993,0.62621,0.31824,2.07483,1.17143,1.79578,0.00303665,0.00303665,0.00303665
192,8205.76,1.25288,0.79499,1.15929,0.67157,0.66405,0.62304,0.31092,2.09053,1.19494,1.81281,0.00298941,0.00298941,0.00298941
193,8249.59,1.25172,0.79937,1.15565,0.64411,0.68437,0.60654,0.31111,2.09032,1.19111,1.80839,0.00294239,0.00294239,0.00294239
194,8292.99,1.25703,0.80667,1.16057,0.62338,0.68576,0.61475,0.31632,2.08431,1.20184,1.80828,0.00289561,0.00289561,0.00289561
195,8336.61,1.25876,0.79468,1.14896,0.6313,0.68943,0.62106,0.31514,2.08703,1.21967,1.81722,0.00284906,0.00284906,0.00284906
196,8379.73,1.24667,0.79701,1.15674,0.65774,0.6675,0.63602,0.3182,2.08517,1.21474,1.81112,0.00280275,0.00280275,0.00280275
197,8422.58,1.22531,0.76591,1.13682,0.68711,0.7017,0.64335,0.32292,2.08184,1.19495,1.82413,0.00275668,0.00275668,0.00275668
198,8467.56,1.22987,0.77632,1.14125,0.6483,0.6839,0.62539,0.31835,2.08593,1.19264,1.83905,0.00271087,0.00271087,0.00271087
199,8511.85,1.23598,0.76946,1.14405,0.64298,0.66965,0.61563,0.31661,2.08222,1.19595,1.83628,0.00266532,0.00266532,0.00266532
200,8554.74,1.23043,0.7791,1.15252,0.66932,0.65492,0.62435,0.32113,2.0852,1.19946,1.82401,0.00262003,0.00262003,0.00262003
201,8597.52,1.23835,0.79023,1.14903,0.65282,0.65281,0.61304,0.31913,2.08668,1.19328,1.82114,0.002575,0.002575,0.002575
202,8642.26,1.21458,0.76029,1.13902,0.65842,0.65226,0.62636,0.31722,2.08213,1.20438,1.81895,0.00253024,0.00253024,0.00253024
203,8688.52,1.23368,0.7923,1.1455,0.66428,0.66629,0.62387,0.3147,2.07813,1.17951,1.82006,0.00248577,0.00248577,0.00248577
204,8735.11,1.22894,0.76905,1.14849,0.68,0.65133,0.6114,0.31361,2.08813,1.17312,1.82224,0.00244157,0.00244157,0.00244157
205,8781.18,1.22124,0.77121,1.1415,0.69519,0.66922,0.62856,0.31886,2.07416,1.1663,1.81629,0.00239766,0.00239766,0.00239766
206,8824.72,1.22594,0.77625,1.13621,0.65212,0.65765,0.61181,0.31137,2.08523,1.16202,1.82242,0.00235404,0.00235404,0.00235404
207,8868.26,1.2172,0.77708,1.13769,0.63324,0.67491,0.60571,0.31168,2.07158,1.16692,1.80607,0.00231071,0.00231071,0.00231071
208,8910.53,1.20628,0.74786,1.12863,0.64409,0.66631,0.61063,0.31693,2.07006,1.17889,1.81257,0.00226769,0.00226769,0.00226769
209,8953.83,1.1932,0.74811,1.13821,0.67101,0.63792,0.6041,0.31353,2.08674,1.18233,1.82957,0.00222497,0.00222497,0.00222497
210,9000.05,1.19533,0.7552,1.13315,0.67482,0.6669,0.6086,0.31465,2.08191,1.17675,1.82485,0.00218256,0.00218256,0.00218256
211,9043.9,1.21755,0.7758,1.13716,0.6775,0.66694,0.62226,0.31318,2.10171,1.18101,1.85318,0.00214046,0.00214046,0.00214046
212,9087.38,1.19887,0.74561,1.12597,0.6373,0.67093,0.60819,0.31403,2.10042,1.17749,1.86307,0.00209869,0.00209869,0.00209869
213,9130.53,1.19932,0.7616,1.12905,0.66417,0.65486,0.61564,0.31729,2.09962,1.18512,1.85135,0.00205723,0.00205723,0.00205723
214,9173.7,1.19533,0.75667,1.1311,0.63465,0.67342,0.60799,0.3075,2.10261,1.18633,1.85898,0.00201611,0.00201611,0.00201611
215,9217.38,1.1882,0.75179,1.12988,0.66923,0.65297,0.6059,0.31163,2.09183,1.19458,1.85366,0.00197532,0.00197532,0.00197532
216,9261.36,1.18032,0.74445,1.12536,0.64189,0.67445,0.61158,0.31669,2.09477,1.18385,1.84826,0.00193486,0.00193486,0.00193486
217,9303.47,1.1983,0.74098,1.12957,0.67209,0.66096,0.61729,0.32008,2.09399,1.18617,1.85673,0.00189475,0.00189475,0.00189475
218,9348.03,1.19638,0.7582,1.13199,0.67017,0.65948,0.60923,0.31344,2.09398,1.18223,1.85432,0.00185498,0.00185498,0.00185498
